loss_fn,metric,param_a,param_b,param_c,param_d,param_e,r2_train,adj_r2_train,r2_test,adj_r2_test,f_stat,f_pval,t_stat,t_pval,400m_mae,400m_rmse,400m_bias,1b_mae,1b_rmse,1b_bias,400m_boot_ci_lo,400m_boot_ci_hi,1b_boot_ci_lo,1b_boot_ci_hi,400m_delta_ci_lo,400m_delta_ci_hi,1b_delta_ci_lo,1b_delta_ci_hi
ranknet,CE32,1.9608137853791607e-21,84.2408364727556,-0.1975072745330872,10.319414675549421,-0.4870304541409115,0.616617825677203,0.6087535759475047,0.13644669659063968,0.11159624181626959,78.40771171706558,1.549875662953344e-39,4.974603093888474,1.8492003123671073e-06,0.6634907048643447,0.7729785386182837,0.38152917226133787,0.07925193307010409,0.15476864963139875,-0.01911334483068341,nan,nan,nan,nan,1.5303045261573507,2.1679039683077335,0.973659847738759,2.166728613554082
ranknet,CE64,5.031895116534572e-20,66.7225189812419,-0.17198822689115875,9.700058020393753,-0.4590976739638003,0.6192281198969505,0.6114174146640674,0.11045431522254956,0.08485587825053664,79.27941222131903,7.994924068934362e-40,5.562314257483678,1.2695320280452193e-07,0.7198389347245855,0.8510741940718678,0.4385751943825946,0.07713230580743902,0.17172308091777994,0.01969040812335,2.267684478949666,2.598688690384733,1.9175549821502074,2.252514040306181,2.0593029214308105,2.7566728204475224,1.4214582125921027,2.749442530964826
bce,recall@1,0.659537557053564,-25396916.229368057,-1.157082307736579,-0.9199989508453756,-0.08050458724642354,0.9087520215336041,0.9069540318101283,0.5488028653604734,0.5305726781023107,505.4267049851943,2.705543618119757e-104,10.172417234798795,3.0588895318108484e-17,0.0181432191409466,0.022460706807711124,0.014113157396209193,0.0234310416603418,0.029364118735768892,0.022898993464820667,nan,nan,nan,nan,0.1865308600952924,0.20165341826266248,0.18730627445880518,0.20457497477125744
bce,recall@2,0.8541522145998882,-6368071.7716415785,-1.0472650291312071,-1.2871822283303322,-0.10100662750946275,0.9107494459764571,0.9089908143700819,0.6612493154215648,0.6475624190749614,517.8739212208473,2.8677827370465505e-105,6.273466952357655,8.425964126958781e-09,0.020300820665043014,0.028518809042512736,0.011578324309537024,0.02537428071633718,0.036131503545209956,0.02264955064732601,nan,nan,nan,nan,0.2926567485040377,0.3165635749805244,0.2943424349781037,0.3225807815071717
bce,recall@5,0.9135108891190349,-27542772.869247343,-1.1187124802735333,-1.744926343945888,-0.1568757638512021,0.9068518734827138,0.9050164424183338,0.5821119241802695,0.5652275574804824,494.0811404371824,2.1871009843987551e-103,5.3006774042066835,6.606153671132039e-07,0.03030335444006762,0.04061759504767214,0.014099965164884504,0.03636262109486277,0.053154020297354,0.029697901322853923,nan,nan,nan,nan,0.43357633973554943,0.4662039677448574,0.43522494357025304,0.47296578429864516
bce,recall@10,0.9359612439354228,-70611366.63145317,-1.1722003742726155,-2.1571781014647136,-0.204128626538784,0.9007820260697109,0.8988269921006412,0.48420326410603787,0.463362991948706,460.7500638458626,1.3174404198377584e-100,4.672028210239283,9.046173028282878e-06,0.03526986896371731,0.04762809017189826,0.016547515698153457,0.043820281143000475,0.06387354778205812,0.030571069288450596,0.5388976297877558,0.5905074119585056,0.5395580725616058,0.6194632595851591,0.53434182382616,0.5710595286464893,0.5355989668508836,0.5774768455560051
bce,recall@50,0.8229303454782554,-5467037722.886054,-1.4811830400089012,-2.00836770545504,-0.3130756323232117,0.8636073674527859,0.8609198278952053,-0.14423322509448333,-0.19046487055284622,321.3375464621024,1.345818249832834e-86,2.656321052859983,0.009156792572619275,0.02796797837856319,0.03640625427898371,0.008029668756518041,0.03417647825434146,0.048751248432224156,0.013758095416393657,nan,nan,nan,nan,0.6717226784046159,0.6949641688015756,0.6716370745807179,0.6965231779200785
bce,recall@100,0.6666189111662582,-0.1715361920595423,-1.2632228077694925,-0.2723937207987461,-4.246189382226434,nan,nan,nan,nan,-50.75,1.0,2.364359588455742,0.019935596369881244,2.8851237638277256e-11,1.2381363375754457e-10,2.8851237638277256e-11,2.7250962170582555e-11,1.23450544471094e-10,2.7250962170582555e-11,nan,nan,nan,nan,0.6666189111397349,0.666618911188114,0.6666189111413053,0.6666189111897441
bce,precision@1,0.6777640224437974,-23931096.11749047,-1.1521674098919072,-0.9422666690462679,-0.07981228827424687,0.9086240769861563,0.906823566187854,0.5528868360955088,0.5348216577559335,504.64794648434065,3.118597676178317e-104,9.94520863318601,9.795434246421796e-17,0.018163882606738103,0.02271513062761635,0.014025293620768832,0.0235852959367166,0.029766480397908995,0.023036821814881283,nan,nan,nan,nan,0.1904594885661623,0.20594589649574296,0.19126394516700285,0.2089720312915574
bce,precision@2,0.4444899109489317,-3180126.5827584215,-1.0456462049318687,-0.6639839696052942,-0.09898309796848669,0.9105750327700844,0.9088129644502831,0.6616184325118,0.6479464499870242,516.7648850714088,3.495607492897926e-105,6.176635699159597,1.3195904079468727e-08,0.010388714943554887,0.01459578653590585,0.0058236874067374095,0.012929407116608484,0.01846613947575067,0.01148220439335233,nan,nan,nan,nan,0.14998743168002407,0.16226997046573974,0.15085544144704086,0.16537035762696986
bce,precision@5,0.18999481493436696,-5252628.261554568,-1.1137425950693807,-0.35911749521655506,-0.15467084235103642,0.9067008057355307,0.9048623979667727,0.5849354535796834,0.5681651688758321,493.19896333340466,2.577684699975875e-103,5.237707293819499,8.654150795365852e-07,0.00625043952602156,0.008370810434710382,0.002860066982164071,0.007446338015413379,0.0108823847658821,0.006044513634578724,nan,nan,nan,nan,0.08938081946001819,0.09613968130854847,0.08972831106328158,0.09755752606763674
